206	3	341	142	96	2	208	0	360	610
207	3	348	152	100	4	201	0	230	730
208	3	348	154	142	4	224	0	438	676
209	3	349	170	98	3	188	0	250	720
210	3	354	175	129	3	167	0	260	850
211	3	359	184	126	4	228	0	420	7.3
212	3	366	170	213	6	232	0	562	806
213	3	367	134	92	3	147	0	352	640
214	3	368	140	90	3	153	0	350	610
215	3	373	164	112	4	231	0	406	718
216	3	377	154	109	3	195	0	250	770
217	3	380	167	92	2	203	0	420	708
218	3	405	156	99	2	199	0	486	680
219	3	412	140	85	3	184	0	350	692
220	3	428	160	344	7	208	0	470	1120
221	3	428	176	343	8	92	0	510	1170
222	3	440	132	91	2	194	0	460	650
223	3	446	150	58	4	189	0	380	726
224	3	584	204	364	8	222	0	540	1430
